text,label
"mọi người đang ổn, không cần hỗ trợ",0
"chỉ hơi ngập đường, xe vẫn chạy được",0
"tôi đang ở khu an toàn, không nguy hiểm",0
"mưa nhưng chưa ngập, xin theo dõi",0
"mưa nhưng chưa ngập, xin theo dõi",0
"mưa nhưng chưa ngập, xin theo dõi",0
"chỉ hơi ngập đường, xe vẫn chạy được",0
"mưa nhưng chưa ngập, xin theo dõi",0
chỉ xin cảnh báo khu vực xung quanh,0
"tình hình vẫn an toàn, xin cập nhật thêm",0
"tôi đang ở khu an toàn, không nguy hiểm",0
"mọi người đang ổn, không cần hỗ trợ",0
"tôi đang ở khu an toàn, không nguy hiểm",0
"tình hình vẫn an toàn, xin cập nhật thêm",0
tôi muốn cập nhật tình hình lũ,0
tôi muốn cập nhật tình hình lũ,0
"nước mới vào sân, chưa ảnh hưởng gì",0
chỉ xin cảnh báo khu vực xung quanh,0
"nước mới vào sân, chưa ảnh hưởng gì",0
"tôi đang ở khu an toàn, không nguy hiểm",0
"mưa nhưng chưa ngập, xin theo dõi",0
chỉ xin cảnh báo khu vực xung quanh,0
"tình hình vẫn an toàn, xin cập nhật thêm",0
"tôi đang ở khu an toàn, không nguy hiểm",0
tôi muốn cập nhật tình hình lũ,0
"mọi người đang ổn, không cần hỗ trợ",0
gió mạnh nhưng nhà cửa vẫn ổn,0
gió mạnh nhưng nhà cửa vẫn ổn,0
"khu tôi chỉ bị mưa lớn, chưa ngập",0
"khu tôi chỉ bị mưa lớn, chưa ngập",0
"nước mới vào sân, chưa ảnh hưởng gì",0
chỉ xin cảnh báo khu vực xung quanh,0
"mưa nhưng chưa ngập, xin theo dõi",0
gió mạnh nhưng nhà cửa vẫn ổn,0
"mọi người đang ổn, không cần hỗ trợ",0
"nước mới vào sân, chưa ảnh hưởng gì",0
"tôi đang ở khu an toàn, không nguy hiểm",0
"mưa nhưng chưa ngập, xin theo dõi",0
"chỉ hơi ngập đường, xe vẫn chạy được",0
"chỉ hơi ngập đường, xe vẫn chạy được",0
"khu tôi chỉ bị mưa lớn, chưa ngập",0
"khu tôi chỉ bị mưa lớn, chưa ngập",0
"khu tôi chỉ bị mưa lớn, chưa ngập",0
"nước mới vào sân, chưa ảnh hưởng gì",0
"mọi người đang ổn, không cần hỗ trợ",0
tôi muốn cập nhật tình hình lũ,0
"nước mới vào sân, chưa ảnh hưởng gì",0
"tôi đang ở khu an toàn, không nguy hiểm",0
"tình hình vẫn an toàn, xin cập nhật thêm",0
chỉ xin cảnh báo khu vực xung quanh,0
"tôi đang ở khu an toàn, không nguy hiểm",0
"tình hình vẫn an toàn, xin cập nhật thêm",0
"chỉ hơi ngập đường, xe vẫn chạy được",0
"mọi người đang ổn, không cần hỗ trợ",0
"tình hình vẫn an toàn, xin cập nhật thêm",0
chỉ xin cảnh báo khu vực xung quanh,0
"tôi đang ở khu an toàn, không nguy hiểm",0
"mọi người đang ổn, không cần hỗ trợ",0
"khu tôi chỉ bị mưa lớn, chưa ngập",0
"chỉ hơi ngập đường, xe vẫn chạy được",0
"tình hình vẫn an toàn, xin cập nhật thêm",0
tôi muốn cập nhật tình hình lũ,0
"khu tôi chỉ bị mưa lớn, chưa ngập",0
gió mạnh nhưng nhà cửa vẫn ổn,0
"chỉ hơi ngập đường, xe vẫn chạy được",0
"chỉ hơi ngập đường, xe vẫn chạy được",0
chỉ xin cảnh báo khu vực xung quanh,0
tôi muốn cập nhật tình hình lũ,0
"chỉ hơi ngập đường, xe vẫn chạy được",0
"mọi người đang ổn, không cần hỗ trợ",0
gió mạnh nhưng nhà cửa vẫn ổn,0
"mưa nhưng chưa ngập, xin theo dõi",0
tôi muốn cập nhật tình hình lũ,0
tôi muốn cập nhật tình hình lũ,0
gió mạnh nhưng nhà cửa vẫn ổn,0
chỉ xin cảnh báo khu vực xung quanh,0
"khu tôi chỉ bị mưa lớn, chưa ngập",0
"tôi đang ở khu an toàn, không nguy hiểm",0
"mưa nhưng chưa ngập, xin theo dõi",0
chỉ xin cảnh báo khu vực xung quanh,0
"mưa nhưng chưa ngập, xin theo dõi",0
"chỉ hơi ngập đường, xe vẫn chạy được",0
"tôi đang ở khu an toàn, không nguy hiểm",0
"tình hình vẫn an toàn, xin cập nhật thêm",0
"tình hình vẫn an toàn, xin cập nhật thêm",0
gió mạnh nhưng nhà cửa vẫn ổn,0
chỉ xin cảnh báo khu vực xung quanh,0
"tôi đang ở khu an toàn, không nguy hiểm",0
tôi muốn cập nhật tình hình lũ,0
"chỉ hơi ngập đường, xe vẫn chạy được",0
"tình hình vẫn an toàn, xin cập nhật thêm",0
"nước mới vào sân, chưa ảnh hưởng gì",0
"tình hình vẫn an toàn, xin cập nhật thêm",0
chỉ xin cảnh báo khu vực xung quanh,0
"tôi đang ở khu an toàn, không nguy hiểm",0
gió mạnh nhưng nhà cửa vẫn ổn,0
"nước mới vào sân, chưa ảnh hưởng gì",0
"tình hình vẫn an toàn, xin cập nhật thêm",0
"tôi đang ở khu an toàn, không nguy hiểm",0
"tình hình vẫn an toàn, xin cập nhật thêm",0
"chỉ hơi ngập đường, xe vẫn chạy được",0
